screen,resource_id,short_id,element_class,text,content_desc,clickable,focusable,scrollable,selected,enabled,bounds,inferred_functionality,automation_note,original_resource_id,original_short_id,mockin_mapping_confidence,mockin_mapping_note
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.ImageView,,Search suggestion,false,false,false,false,true,"[68,303][113,348]",Open/select search suggestion or press enter for results,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_entity_icon,search_typeahead_entity_icon,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.TextView,vinit munjani,,false,false,false,false,true,"[158,295][413,356]",Search suggestion primary text/name,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_entity_text,search_typeahead_entity_text,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.TextView,• You • --,Self --,false,false,false,false,true,"[424,307][944,353]",Search suggestion subtitle/context,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_entity_subtext,search_typeahead_entity_subtext,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.LinearLayout,,,false,false,false,false,true,"[967,291][1035,359]",Search suggestion thumbnail/profile image,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_entity_image,search_typeahead_entity_image,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.ImageView,,,false,false,false,false,true,"[967,291][1035,359]",Search suggestion thumbnail/profile image,Prefer resource-id locator,com.linkedin.android:id/infra_grid_image1,infra_grid_image1,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.LinearLayout,,,false,false,false,false,true,"[0,427][1080,607]",Open full search results page for current query,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_see_all_button_container,search_typeahead_see_all_button_container,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.view.View,,,false,false,false,false,true,"[0,427][1080,430]",Open full search results page for current query,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_see_all_button_divider,search_typeahead_see_all_button_divider,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.Button,See all results,,true,true,false,false,true,"[0,430][1080,565]",Open full search results page for current query,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_see_all_button,search_typeahead_see_all_button,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.view.View,,,false,false,false,false,true,"[0,2298][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,android:id/navigationBarBackground,navigationBarBackground,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/action_bar_root,action_bar_root,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,android:id/content,content,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/infra_main_activity_root,infra_main_activity_root,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/infra_activity_background,infra_activity_background,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/infra_activity_container,infra_activity_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,androidx.drawerlayout.widget.DrawerLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Main drawer layout container,Prefer resource-id locator,com.linkedin.android:id/home_drawer_layout,home_drawer_layout,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ScrollView,,,false,false,false,false,true,"[0,0][1080,2340]",Main scrollable content area,Prefer resource-id locator,com.linkedin.android:id/main_content,main_content,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,292]",Top app bar / toolbar container,Prefer resource-id locator,com.linkedin.android:id/app_bar_layout,app_bar_layout,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[0,0][1080,224]",Top app bar / toolbar container,Prefer resource-id locator,com.linkedin.android:id/collapsing_toolbar_layout,collapsing_toolbar_layout,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,100][1080,224]",Top app bar / toolbar container,Prefer resource-id locator,com.linkedin.android:id/home_top_bar_container,home_top_bar_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,100][1080,224]",Top app bar / toolbar container,Prefer resource-id locator,com.linkedin.android:id/home_top_bar,home_top_bar,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.Button,,Menu button: Access my profile and other navigation links,true,true,false,false,true,"[0,100][169,224]",Open profile/menu navigation drawer,Prefer resource-id locator,com.linkedin.android:id/me_launcher_container,me_launcher_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,My Profile and Communities,false,false,false,false,true,"[0,100][169,224]",Open profile/menu navigation drawer,Prefer resource-id locator,com.linkedin.android:id/me_launcher,me_launcher,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/search_input,search_input,android.widget.LinearLayout,,,false,false,false,false,true,"[169,100][911,224]","Open/search LinkedIn content: people, jobs, posts, etc.",Prefer resource-id locator,com.linkedin.android:id/search_open_bar_box_container,search_open_bar_box_container,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - My Network page,com.mockin.app:id/search_input,search_input,android.widget.LinearLayout,,,true,true,false,false,true,"[169,100][911,224]","Open/search LinkedIn content: people, jobs, posts, etc.",Prefer resource-id locator,com.linkedin.android:id/search_open_bar_box,search_open_bar_box,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - My Network page,com.mockin.app:id/search_input,search_input,android.widget.Button,,"Search for people, jobs, posts, and more",false,false,false,false,true,"[169,117][911,207]","Open/search LinkedIn content: people, jobs, posts, etc.",Prefer resource-id locator,com.linkedin.android:id/search_bar,search_bar,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - My Network page,com.mockin.app:id/search_input,search_input,android.widget.ImageView,,,false,false,false,false,true,"[202,139][247,184]","Open/search LinkedIn content: people, jobs, posts, etc.",Prefer resource-id locator,com.linkedin.android:id/search_icon,search_icon,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - My Network page,com.mockin.app:id/search_input,search_input,android.widget.TextView,Search,,false,false,false,false,true,"[270,131][877,192]","Open/search LinkedIn content: people, jobs, posts, etc.",Prefer resource-id locator,com.linkedin.android:id/search_bar_text,search_bar_text,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - My Network page,com.mockin.app:id/messages_button,messages_button,android.widget.Button,,messaging,true,true,false,false,true,"[911,100][1080,224]",Open LinkedIn messaging/inbox,Prefer resource-id locator,com.linkedin.android:id/home_messaging,home_messaging,high,Open messaging maps to MockIn messages_button.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,false,true,"[962,128][1030,196]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/ad_notification_badge_icon,ad_notification_badge_icon,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[0,292][1080,2340]",Current bottom-tab fragment container,Prefer resource-id locator,com.linkedin.android:id/home_nav_item_fragment_container,home_nav_item_fragment_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,androidx.compose.ui.platform.ComposeView,,,false,false,false,false,true,"[0,292][1080,2160]",LinkedIn server-driven Compose view container,Prefer resource-id locator,com.linkedin.android:id/sdui_compose_view,sdui_compose_view,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,false,false,true,false,true,"[0,292][1080,2160]",Scrollable Network page content list,Use resource-id/custom id if framework supports it,sdui:lazyColumn,sdui:lazyColumn,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[34,292][169,370]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,1,,false,false,false,false,true,"[91,292][113,326]",Network top shortcut count/badge label,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[253,292][388,370]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,2,,false,false,false,false,true,"[310,292][332,326]",Network top shortcut count/badge label,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[473,292][608,370]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,3,,false,false,false,false,true,"[530,292][552,326]",Network top shortcut count/badge label,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[692,292][827,370]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,4,,false,false,false,false,true,"[749,292][771,326]",Network top shortcut count/badge label,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[911,292][1046,370]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,5,,false,false,false,false,true,"[968,292][990,326]",Network top shortcut count/badge label,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[34,415][1046,551]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Import contacts from my phone,,false,false,false,false,true,"[264,457][896,510]",Open phone contact import flow,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[0,615][1080,750]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Invites received,,false,false,false,false,true,"[34,653][978,712]",Open/manage received invitations,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Manage all invitations,false,false,false,false,true,"[1001,660][1046,705]",Open/manage received invitations,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[0,769][1080,918]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Network overview,,false,false,false,false,true,"[34,814][978,873]",Open Network overview section,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[0,941][1080,1132]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Show all suggestions for People you may know based on your recent activity,false,false,false,false,true,"[0,941][1080,1132]",People-you-may-know suggestions section / show all suggestions,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,People you may know based on your recent activity,,false,false,false,false,true,"[34,975][1046,1098]",People-you-may-know suggestions section / show all suggestions,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[34,1132][528,1811]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Lior Zaken’s profile picture,false,false,false,false,true,"[34,1132][528,1436]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Lior Zaken’s profile picture,false,false,false,false,true,"[146,1166][416,1436]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Lior Zaken  ,false,false,false,false,true,"[147,1470][415,1523]",Accessibility-labeled UI element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Senior Operations Leader | Manufacturing & Operations Management | Scaling Complex Organizations | Process Optimization & Change Leadership,,false,false,false,false,true,"[68,1523][494,1620]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[68,1666][494,1801]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Invite Lior Zaken to connect,false,false,false,false,true,"[68,1688][494,1778]",Send connection invite to Lior Zaken,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[392,1132][527,1267]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Remove Lior Zaken as a suggestion,false,false,false,false,true,"[414,1154][505,1245]",Remove connection suggestion for Lior Zaken,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[551,1132][1045,1811]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Priyvrat Yadav’s profile picture,false,false,false,false,true,"[551,1132][1045,1436]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Priyvrat Yadav’s profile picture,false,false,false,false,true,"[663,1166][933,1436]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Priyvrat Yadav,Priyvrat Yadav,false,false,false,false,true,"[653,1470][943,1523]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,HR at JSW Steel Ltd.,,false,false,false,false,true,"[619,1523][978,1570]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[585,1666][1011,1801]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Invite Priyvrat Yadav to connect,false,false,false,false,true,"[585,1688][1011,1778]",Send connection invite to Priyvrat Yadav,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[909,1132][1044,1267]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Remove Priyvrat Yadav as a suggestion,false,false,false,false,true,"[931,1154][1022,1245]",Remove connection suggestion for Priyvrat Yadav,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[34,1834][528,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Vikas Sahu’s profile picture,false,false,false,false,true,"[34,1834][528,2138]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Vikas Sahu’s profile picture,false,false,false,false,true,"[146,1868][416,2138]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[392,1834][527,1969]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Remove Vikas Sahu as a suggestion,false,false,false,false,true,"[414,1856][505,1947]",Remove connection suggestion for Vikas Sahu,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[551,1834][1045,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Niharika Sahu’s profile picture,false,false,false,false,true,"[551,1834][1045,2138]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Niharika Sahu’s profile picture,false,false,false,false,true,"[663,1868][933,2138]",Profile/suggestion image element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,,true,true,false,false,true,"[909,1834][1044,1969]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.view.View,,Remove Niharika Sahu as a suggestion,false,false,false,false,true,"[931,1856][1022,1947]",Remove connection suggestion for Niharika Sahu,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,true,true,false,false,true,"[0,2160][1080,2340]",Clickable UI element; purpose inferred from nearby text/description,Prefer resource-id locator,com.linkedin.android:id/home_bottom_bar,home_bottom_bar,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,false,true,"[0,2160][1080,2163]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bb_slim_bottom_bar_shadow,bb_slim_bottom_bar_shadow,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[0,2163][1080,2298]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bottom_nav_container,bottom_nav_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.LinearLayout,,,false,false,false,false,true,"[0,2163][1080,2298]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bb_slim_bottom_bar_item_container,bb_slim_bottom_bar_item_container,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,Tab,,Home 1 of 5,true,true,false,false,true,"[7,2163][220,2298]",Bottom navigation: Home feed tab,Prefer resource-id locator,com.linkedin.android:id/tab_feed,tab_feed,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Home,,false,false,false,false,true,"[76,2248][152,2286]",Visible text/content element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,false,true,"[80,2187][148,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[94,2163][190,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_tab,network_tab,Tab,,My Network 2 of 5,true,true,false,true,true,"[220,2163][433,2298]",Bottom navigation: My Network tab,Prefer resource-id locator,com.linkedin.android:id/tab_relationships,tab_relationships,high,My Network tab maps to MockIn network_tab.
LinkedIn Android - My Network page,com.mockin.app:id/network_tab,network_tab,android.widget.TextView,My Network,,false,false,false,true,true,"[252,2248][401,2286]",Bottom navigation: My Network tab,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,My Network tab maps to MockIn network_tab.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,true,true,"[293,2187][361,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,true,true,"[307,2163][403,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,Tab,,Post 3 of 5,true,true,false,false,true,"[433,2163][646,2298]",Bottom navigation: create post,Prefer resource-id locator,com.linkedin.android:id/tab_post,tab_post,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,false,true,"[506,2187][574,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Post,,false,false,false,false,true,"[511,2248][568,2286]",Visible text/content element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.FrameLayout,,,false,false,false,false,true,"[520,2163][616,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,Tab,,Notifications 4 of 5,true,true,false,false,true,"[646,2163][859,2298]",Bottom navigation: notifications tab,Prefer resource-id locator,com.linkedin.android:id/tab_notifications,tab_notifications,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.TextView,Notifications,,false,false,false,false,true,"[673,2248][832,2286]",Bottom navigation: notifications tab,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,Network page/content maps to MockIn network_page.
LinkedIn Android - My Network page,com.mockin.app:id/network_page,network_page,android.widget.ImageView,,,false,false,false,false,true,"[719,2187][787,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,high,Network page/content maps to MockIn network_page.
